type,name,code,address,district,branch_name,open_date
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019126,"6, Gokarneshwor Municipality",Kathmandu,Jorpati Branch,2018-02-04
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019127,"4, Tansen Municipality",Palpa,Tansen Branch,2018-02-04
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019128,"6, Gorkha Municipality",Gorkha,Gorkha Bazar Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019129,"10, Sundarharaicha Municipality",Morang,Biratchowk Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019130,"9, Nijagadh Municipality",Bara,Nijgadh Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019131,"1, Bogatan Phudsil Rural Municipality",Doti,Bogtan Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019132,"10, Kathmandu Metropolitian City",Kathmandu,Manamaiju Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019133,"6, Budhanilkhantha Municipality",Kathmandu,Hattigauda Branch,2018-02-25
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019134,"10, Pokhara Metropolitian City",Kaski,AMARSINGHCHOWK BRANCH,2018-04-11
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019135,"5, Raskot Municipality",Kalikot,RASKOT BRANCH,2018-04-11
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019136,"5, Dakneshwori Municipality",Saptari,Dakneshwori Branch,2018-05-14
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018049,"5, Bagachour Municipality",Salyan,Bangelakhuri Branch,2018-02-27
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018050,"6, Birendranagar Municipality",Surkhet,Birendranagar Branch,2018-02-27
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018051,"2, Jorayal Rural Municipality",Doti,Budar Branch,2018-02-27
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018052,"10, Pokhara Metropolitian City",Kaski,Head office,2011-06-11
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018053,"4, Harinas Rural Municipality",Syangja,Chitrebhanjyang,2018-07-17
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018054,"1, Bhimsenthapa Rural Municipality",Gorkha,Ghampyesal Branch,2018-07-17
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018055,"4, Machhapuchchhre Rural Municipality",Kaski,Lahachowk,2018-07-19
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018056,"5, Phalebas Municipality",Parbat,Falebash,2018-07-19
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018057,"4, Gaidakot Municipality",Nawalparasi East,Gaidakot,2018-07-19
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018058,"8, Nilkhantha Municipality",Dhading,Muralibhyang,2018-06-13
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018059,"4, Binayi Tribeni Rural Municipality",Nawalparasi East,Sardi,2018-06-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018060,"1, Sunawal Municipality",Nawalparasi West,Sunwal,2018-06-12
Microfinance Institutions (Class D),"
                                            RSDC Laghubitta Bitiya Sanstha Ltd.
                                        ",14035001,"1, Butwal Sub-Metropolitian City",Rupandehi,Head office,2013-09-11
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012375,"4, Suddhodhan Rural Municipality",Rupandehi,Sau Pharsatikar,2017-04-03
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012376,"1, Ratnanagar Municipality",Chitawan,Tandi,2017-04-03
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012377,"10, Sainamaina Municipality",Rupandehi,Saljhandi,2017-04-30
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012378,"4, Shuklagandaki Municipality",Tanahu,Dulegauda,2017-04-03
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012379,"10, Bharatpur Metropolitian City",Chitawan,Hakim Chowk,2017-04-10
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012380,"1, Bardibas Municipality",Mahottari,Bardibas,2017-07-07
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012381,"3, Nagarjun Municipality",Kathmandu,Thulo Bharyang,2019-03-15
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012382,"9, Kageshwori Manahara Municipality",Kathmandu,Kadaghari,2019-03-15
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012383,"6, Nagarjun Municipality",Kathmandu,Ramkot,2019-03-15
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012384,"5, Madhyapur Thimi Municipality",Bhaktapur,Radhe Radhe,2019-03-15
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012385,"11, Kathmandu Metropolitian City",Kathmandu,Province 3,2017-05-26
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015358,"6, Sainamaina Municipality",Rupandehi,RAMAPUR COLONY,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015359,"4, Banganga Municipality",Kapilbastu,JEETPUR 4 NO.,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015360,"2, Laligurans Municipality",Terhathum,BASANTAPUR,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015361,"4, Phidim Municipality",Panchthar,PHIDIM,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015362,"7, Bensi Shahar Municipality",Lamjung,BESISHAHAR,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015363,"4, Sunil Smriti Rural Municipality",Rolpa,SULICHAUR,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015364,"2, Karaiyamai Rural Municipality",Bara,KARAIYAMAI,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015365,"1, Yamunamai Rural Municipality",Rautahat,YAMUNAMAI,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015366,"6, Bishnupur Rural Municipality",Saptari,BISHNUPUR,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015367,"10, Dhangadhimai Municipality",Siraha,DHANGADIMAI,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015368,"3, Laxmipur Patari Rural Municipality",Siraha,Laxmipur Patari,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015369,"6, Chauri Deurali Rural Municipality",Kavrepalanchok,Chaurideural,2023-01-01
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018221,"9, Tilottama Municipality",Rupandehi,"Branch Office, Mangalapur",1985-07-09
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018222,"12, Nepalganj Sub-Metropolitian City",Banke,"Branch Office, Nepalgunj",1985-04-14
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018223,"12, Bheriganga Municipality",Surkhet,"Branch Office, Chhinchu",1985-04-14
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018224,"1, Narayan Municipality",Dailekh,"Branch Office, Dailekh",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018225,"3, Thulibheri Municipality",Dolpa,"Branch Office, Dolpa",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018226,"5, Gulariya Municipality",Bardiya,"Branch Office, Gulariya",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018227,"6, Simkot Rural Municipality",Humla,"Branch Office, Humla",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018228,"4, Bheri Malika Municipality",Jajarkot,"Branch Office, Jajarkot",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018229,"6, Chandannath Municipality",Jumla,"Branch Office, Jumla",1976-12-15
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018230,"1, Khandachakra Municipality",Kalikot,"Branch Office, Kalikot",1976-04-13
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018231,"3, Khajura Rural Municipality",Banke,"Branch Office, Khujura",1996-01-11
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018232,"2, Chhayanath Rara Municipality",Mugu,"Branch Office, Mugu",1976-12-14
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020149,"6, Butwal Sub-Metropolitian City",Rupandehi,HOSPITALLINE,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020150,"4, Tansen Municipality",Palpa,TANSEN ,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020152,"4, Suddhodhan Rural Municipality",Rupandehi,Sau Farsatikar,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020154,"1, Sainamaina Municipality",Rupandehi,Ranibagiya,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020155,"9, Bardaghat Municipality",Nawalparasi West,Bhutaha,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020156,"10, Madhya Bindu Municipality",Nawalparasi East,Arunkhola,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020157,"7, Bharatpur Metropolitian City",Chitawan,BHARATPUR BRANCH,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020158,"5, Tilottama Municipality",Rupandehi,Manigram,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020160,"7, Siyari Rural Municipality",Rupandehi,Amawa ,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020162,"5, Suddhodhan Rural Municipality",Rupandehi,Manpakadi,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020163,"9, Pratapapur Rural Municipality",Nawalparasi West,Belatari,2021-03-27
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020164,"11, Butwal Sub-Metropolitian City",Rupandehi,Kalikanagar,2021-03-27
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008138,"4, Mahadewa Rural Municipality",Saptari,Baliya,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008139,"3, Sukhipur Municipality",Siraha,Kusaha,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008140,"6, Samsi Rural Municipality",Mahottari,Samsibazar,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008141,"1, Baudikali Rural Municipality",Nawalparasi East,Machedibazar,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008142,"2, Bhimad Municipality",Tanahu,Bhetghatchowk,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008143,"11, Aathabisakot Municipality",Rukum West,Simbazar,2021-10-25
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008144,"5, Bagmati Rural Municipality",Makwanpur,JHURJHURE,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008145,"6, Khandadevi Rural Municipality",Ramechhap,Makadum,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008146,"6, Golanjor Rural Municipality",Sindhuli,Deuralitar,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008147,"3, Bethanchowk Rural Municipality",Kavrepalanchok,Dhunkharka,2021-12-06
Microfinance Institutions (Class D),"
                                            Deprosc Laghubitta Bittiya Sanstha Limited
                                        ",14008148,"4, Konjyosom Rural Municipality",Lalitpur,Nallu,2021-12-06
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006135,"8, Gauriganga Municipality",Kailali,Masuriya ,2013-12-23
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006136,"5, Mahakali Municipality",Kanchanpur,Swasttiyachauki ,2013-12-23
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006137,"14, Dhangadhi Sub-Metropolitian City",Kailali,Phulbari ,2013-12-23
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006138,"9, Badimalika Municipality",Bajura,Martadi ,2014-11-09
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006139,"4, Dasharathchand Municipality",Baitadi,Dashrathchand  ,2014-11-09
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006140,"5, Mangalsen Municipality",Achham,Mangalsen ,2014-11-09
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006141,"9, Shailyashikhar Municipality",Darchula,Gokuleshowr  ,2015-04-19
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006142,"10, Jayaprithbi Municipality",Bajhang,Chainpur  ,2015-04-21
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006143,"4, Sanphebagar Municipality",Achham,Sanfebagar,2015-04-22
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006144,"3, Birendranagar Municipality",Surkhet,Regional office Birendranagar,2014-01-20
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006145,"3, Birendranagar Municipality",Surkhet,Birendranagar  ,2010-07-11
Microfinance Institutions (Class D),"
                                            Nirdhan Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14006146,"9, Bheriganga Municipality",Surkhet,Jahare ,2010-09-10
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009129,"3, Madhya Bindu Municipality",Nawalparasi East,Kolhuwa Branch Office ,2017-05-15
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009130,"2, Sakhuwa Prasauni Rural Municipality",Parsa,Sripur Branch Office,2017-07-16
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009131,"4, Pokhariya Municipality",Parsa,Pokhariya Branch Office,2017-07-16
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009132,"4, Gauriganga Municipality",Kailali,Rajipur Branch office,2018-05-15
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009133,"8, Shikhar Municipality",Doti,Gopghat Branch office,2018-05-15
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009134,"2, Godawari Municipality",Kailali,Sudurpashchim Province Office,2023-07-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009135,"2, Dewangunj Rural Municipality",Sunsari,Dewanganj Branch Office,2018-08-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009136,"1, Sainamaina Municipality",Rupandehi,Ranibagiya Branch office,2018-08-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009137,"3, Thakurbaba Municipality",Bardiya,Bagnaha Branch Office,2018-08-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009138,"3, Bedkot Municipality",Kanchanpur,Daiji Branch Office,2018-08-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009139,"6, Patam Municipality",Baitadi,Baitadi Branch Office ,2018-08-17
Microfinance Institutions (Class D),"
                                            Chhimek Laghubitta Bittiya Sanstha Limited
                                        ",14009140,"6, Budhiganga Municipality",Bajura,Bajura Branch Office ,2018-08-17
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019137,"7, Mithila Bihari Municipality",Dhanusa,Mithila Bihari Branch,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019138,"7, Pheta Rural Municipality",Bara,Feta Branch,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019139,"8, Phatuwa Bijayapur Municipality",Rautahat,FATUWA BIJAYPUR BRANCH,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019140,"4, Purbichouki Rural Municipality",Doti,Purbi Chauki Branch,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019141,"3, Ajayameru Rural Municipality",Dadeldhura,Ajayameru Branch,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019142,"3, Dogada Kedar Rural Municipality",Baitadi,DOGADA KEDAR BRANCH,2018-05-14
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019143,"30, Birgunj Metropolitian City",Parsa,Belwa Branch,2018-06-28
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019144,"5, Purbakhola Rural Municipality",Palpa,Purba Khola Branch,2018-06-28
Commercial Bank (Class A),"
                                            Global IME Bank Limited
                                        ",11019145,"8, Gaidakot Municipality",Nawalparasi East,Gaidakot Branch,2018-09-13
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018061,"11, Bhanu Municipality",Tanahu,Manechouka,2018-06-19
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018062,"12, Bheriganga Municipality",Surkhet,Chhinchu,2018-06-14
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018063,"6, Lumbini Sanskritik Municipality",Rupandehi,Lumbini,2018-06-14
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018064,"5, Tribeni Rural Municipality",Rolpa,Jungar,2018-06-13
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018065,"4, K.I. Singh Rural Municipality",Doti,Wayel,2018-06-13
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018066,"9, Shikhar Municipality",Doti,Sikhar Branch,2018-06-13
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018067,"4, Amargadhi Municipality",Dadeldhura,Amargadhi,2018-09-18
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018068,"2, Bethanchowk Rural Municipality",Kavrepalanchok,Bethanchok Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018069,"1, Rapti Municipality",Chitawan,Bhandara Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018070,"7, Musikot Municipality",Gulmi,Wamitaksar Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018071,"7, Banganga Municipality",Kapilbastu,Bangai Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018072,"4, Dangisharan Rural Municipality",Dang,Hekuli Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            Kalika Laghubitta Bittiya Sanstha Ltd.
                                        ",14018073,"4, Baijanath Rural Municipality",Banke,Baniyabhar Branch,2018-11-12
Microfinance Institutions (Class D),"
                                            RSDC Laghubitta Bitiya Sanstha Ltd.
                                        ",14035002,"11, Kohalpur Municipality",Banke,Kohalpur Branch,2022-03-03
Microfinance Institutions (Class D),"
                                            RSDC Laghubitta Bitiya Sanstha Ltd.
                                        ",14035003,"1, Bardibas Municipality",Mahottari,Bardibas ,2022-03-10
Microfinance Institutions (Class D),"
                                            RSDC Laghubitta Bitiya Sanstha Ltd.
                                        ",14035004,"10, Butwal Sub-Metropolitian City",Rupandehi,Main,2022-03-31
Microfinance Institutions (Class D),"
                                            Mahuli Laghubitta Bittiya Sanstha Ltd.
                                        ",14031001,"6, Agnisair Krishna Sabaran Rural Municipality",Saptari,Head Office,2012-06-12
Microfinance Institutions (Class D),"
                                            Samudayik  Laghubitta Bitiya Sanstha Ltd.
                                        ",14036000,"14, Banepa Municipality",Kavrepalanchok,Central office,2014-07-31
Microfinance Institutions (Class D),"
                                            Samata Gharelu Laghubitta Bittiya sanstha Limited
                                        ",14034002,"5, Kalaiya Sub-Metropolitian City",Bara,Branch Office Kalaiya,2015-02-13
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012386,"3, Tilottama Municipality",Rupandehi,Province 5,2017-06-24
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012389,"3, Birendranagar Municipality",Surkhet,Province 6,2017-05-16
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012390,"4, Godawari Municipality",Kailali,Seti Mahakali,2017-12-14
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012391,"1, Bardibas Municipality",Mahottari,Province 2,2017-07-07
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012393,"1, Biratnagar Metropolitian City",Morang,Province 1,2017-04-27
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012395,"8, Tokha Municipality",Kathmandu,Baniyatar,2019-05-02
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012397,"5, Phungling Municipality",Taplejung,Fungling,2019-05-12
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012400,"9, Dharan Sub-Metropolitian City",Sunsari,Dharan Extension Counter,2018-05-23
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012402,"11, Godawari Municipality",Lalitpur,Godawari Extension Counter,2017-07-14
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012405,"11, Kathmandu Metropolitian City",Kathmandu,Corporate office branch,2013-06-30
Commercial Bank (Class A),"
                                            NIC ASIA Bank Limited
                                        ",11012406,"1, Dhangadhi Sub-Metropolitian City",Kailali,Dhangadhi Malpot Extenstion Counter,2019-12-13
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015370,"5, Jugal Rural Municipality",Sindhupalchok,Jugal,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015371,"5, Hupsekot Rural Municipality",Nawalparasi East,Hupsekot ,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015372,"6, Satyawoti Rural Municipality",Gulmi,Satyawati,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015373,"5, Krishnapur Municipality",Kanchanpur,Krishnapur,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015374,"7, Melauli Municipality",Baitadi,Melauli,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015375,"5, Menchhayayem Rural Municipality",Terhathum,Menchayayam,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015376,"14, Tansen Municipality",Palpa,Argali,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015377,"4, Palungtar Municipality",Gorkha,Thatipokhari Branch,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015378,"7, Biratnagar Metropolitian City",Morang,Province 1,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015379,"10, Birgunj Metropolitian City",Parsa,Province 2,2023-01-01
Commercial Bank (Class A),"
                                            Kumari Bank Limited
                                        ",11015380,"30, Kathmandu Metropolitian City",Kathmandu,Province 3,2023-01-01
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018233,"4, Nepalganj Sub-Metropolitian City",Banke,"Branch Office, Tribhuvan Chowk",2016-10-02
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018234,"1, Thakurbaba Municipality",Bardiya,"Branch Office, Neulapur",1993-01-06
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018235,"4, Rajapur Municipality",Bardiya,"Branch Office, Rajapur",1976-07-06
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018236,"6, Birendranagar Municipality",Surkhet,"Branch Office, Surkhet",1976-07-06
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018237,"11, Kohalpur Municipality",Banke,"Branch Office, Kohalpur",2013-08-13
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018238,"9, Kohalpur Municipality",Banke,"Branch Office, Pipari",2010-11-04
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018239,"1, Lahan Municipality",Siraha,Branch Office Lahan,2010-11-04
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018240,"5, Kotahimai Rural Municipality",Rupandehi,Branch Office Majhganwa,2010-11-04
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018241,"1, Gauradaha Municipality",Jhapa,"Branch Office,Gauradaha",2013-03-03
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018242,"6, Ratnanagar Municipality",Chitawan,Branch Office Sauraha,2016-01-04
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018243,"4, Sworgadwari Municipality",Pyuthan,"Branch Office, Bhingri",2016-01-12
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018244,"10, Shuklaphanta Municipality",Kanchanpur,"Branch Office,Jhalari",2015-11-09
Commercial Bank (Class A),"
                                            Agriculture Development Bank
                                        ",11018245,"4, Suddhodhan Rural Municipality",Rupandehi,"Branch Office,Pharsathikar",2016-04-06
Commercial Bank (Class A),"
                                            Citizens Bank International Limited
                                        ",11020166,"8, Butwal Sub-Metropolitian City",Rupandehi,Sukkhanagar,2021-03-27
